english_name,scientific_name
Dwarf Cuckoo,Coccycua pumila
Ash-colored Cuckoo,Coccycua cinerea
Common Squirrel Cuckoo,Piaya cayana
Mexican Squirrel Cuckoo,Piaya mexicana
Black-bellied Cuckoo,Piaya melanogaster
Dark-billed Cuckoo,Coccyzus melacoryphus
Yellow-billed Cuckoo,Coccyzus americanus
Pearly-breasted Cuckoo,Coccyzus euleri
Mangrove Cuckoo,Coccyzus minor
Cocos Cuckoo,Coccyzus ferrugineus
Black-billed Cuckoo,Coccyzus erythropthalmus
Grey-capped Cuckoo,Coccyzus lansbergi
Chestnut-bellied Cuckoo,Coccyzus pluvialis
Bay-breasted Cuckoo,Coccyzus rufigularis
Jamaican Lizard Cuckoo,Coccyzus vetula
Puerto Rican Lizard Cuckoo,Coccyzus vieilloti
Great Lizard Cuckoo,Coccyzus merlini
Hispaniolan Lizard Cuckoo,Coccyzus longirostris
Thick-billed Cuckoo,Pachycoccyx audeberti
Dwarf Koel,Microdynamis parva
Asian Koel,Eudynamys scolopaceus
Black-billed Koel,Eudynamys melanorhynchus
Pacific Koel,Eudynamys orientalis
Long-tailed Koel,Urodynamis taitensis
Channel-billed Cuckoo,Scythrops novaehollandiae
Asian Emerald Cuckoo,Chrysococcyx maculatus
Violet Cuckoo,Chrysococcyx xanthorhynchus
Diederik Cuckoo,Chrysococcyx caprius
Klaas's Cuckoo,Chrysococcyx klaas
Yellow-throated Cuckoo,Chrysococcyx flavigularis
African Emerald Cuckoo,Chrysococcyx cupreus
Long-billed Cuckoo,Chalcites megarhynchus
Horsfield's Bronze Cuckoo,Chalcites basalis
Black-eared Cuckoo,Chalcites osculans
Rufous-throated Bronze Cuckoo,Chalcites ruficollis
Shining Bronze Cuckoo,Chalcites lucidus
White-eared Bronze Cuckoo,Chalcites meyerii
Little Bronze Cuckoo,Chalcites minutillus
Pied Bronze Cuckoo,Chalcites crassirostris
Pallid Cuckoo,Heteroscenes pallidus
White-crowned Cuckoo,Caliechthrus leucolophus
Chestnut-breasted Cuckoo,Cacomantis castaneiventris
Fan-tailed Cuckoo,Cacomantis flabelliformis
Banded Bay Cuckoo,Cacomantis sonneratii
Plaintive Cuckoo,Cacomantis merulinus
Grey-bellied Cuckoo,Cacomantis passerinus
Sunda Brush Cuckoo,Cacomantis sepulcralis
Sulawesi Brush Cuckoo,Cacomantis virescens
Moluccan Brush Cuckoo,Cacomantis aeruginosus
Sahul Brush Cuckoo,Cacomantis variolosus
Solomons Brush Cuckoo,Cacomantis addendus
Manus Brush Cuckoo,Cacomantis blandus
Dusky Long-tailed Cuckoo,Cercococcyx mechowi
Olive Long-tailed Cuckoo,Cercococcyx olivinus
Barred Long-tailed Cuckoo,Cercococcyx montanus
Fork-tailed Drongo-Cuckoo,Surniculus dicruroides
Philippine Drongo-Cuckoo,Surniculus velutinus
Square-tailed Drongo-Cuckoo,Surniculus lugubris
Moluccan Drongo-Cuckoo,Surniculus musschenbroeki
Moustached Hawk-Cuckoo,Hierococcyx vagans
Large Hawk-Cuckoo,Hierococcyx sparverioides
Dark Hawk-Cuckoo,Hierococcyx bocki
Common Hawk-Cuckoo,Hierococcyx varius
Northern Hawk-Cuckoo,Hierococcyx hyperythrus
Philippine Hawk-Cuckoo,Hierococcyx pectoralis
Hodgson's Hawk-Cuckoo,Hierococcyx nisicolor
Malaysian Hawk-Cuckoo,Hierococcyx fugax
Black Cuckoo,Cuculus clamosus
Red-chested Cuckoo,Cuculus solitarius
Lesser Cuckoo,Cuculus poliocephalus
Sulawesi Cuckoo,Cuculus crassirostris
Indian Cuckoo,Cuculus micropterus
African Cuckoo,Cuculus gularis
Madagascar Cuckoo,Cuculus rochii
Himalayan Cuckoo,Cuculus saturatus
Sunda Cuckoo,Cuculus lepidus
Common Cuckoo,Cuculus canorus
Oriental Cuckoo,Cuculus optatus
Subdesert Mesite,Monias benschi
White-breasted Mesite,Mesitornis variegatus
Brown Mesite,Mesitornis unicolor
Pallas's Sandgrouse,Syrrhaptes paradoxus
Tibetan Sandgrouse,Syrrhaptes tibetanus
Pin-tailed Sandgrouse,Pterocles alchata
Namaqua Sandgrouse,Pterocles namaqua
Chestnut-bellied Sandgrouse,Pterocles exustus
Spotted Sandgrouse,Pterocles senegallus
Black-bellied Sandgrouse,Pterocles orientalis
Yellow-throated Sandgrouse,Pterocles gutturalis
Crowned Sandgrouse,Pterocles coronatus
Black-faced Sandgrouse,Pterocles decoratus
Madagascar Sandgrouse,Pterocles personatus
Lichtenstein's Sandgrouse,Pterocles lichtensteinii
Double-banded Sandgrouse,Pterocles bicinctus
Four-banded Sandgrouse,Pterocles quadricinctus
Painted Sandgrouse,Pterocles indicus
Burchell's Sandgrouse,Pterocles burchelli
Blue Ground Dove,Claravis pretiosa
Long-tailed Ground Dove,Uropelia campestris
Purple-winged Ground Dove,Paraclaravis geoffroyi
Maroon-chested Ground Dove,Paraclaravis mondetoura
Bare-faced Ground Dove,Metriopelia ceciliae
Moreno's Ground Dove,Metriopelia morenoi
Black-winged Ground Dove,Metriopelia melanoptera
Golden-spotted Ground Dove,Metriopelia aymara
Inca Dove,Columbina inca
Common Ground Dove,Columbina passerina
Plain-breasted Ground Dove,Columbina minuta
Ruddy Ground Dove,Columbina talpacoti
Ecuadorian Ground Dove,Columbina buckleyi
Scaled Dove,Columbina squammata
Picui Ground Dove,Columbina picui
Croaking Ground Dove,Columbina cruziana
Blue-eyed Ground Dove,Columbina cyanopis
Blue-headed Quail-Dove,Starnoenas cyanocephala
Purple Quail-Dove,Geotrygon purpurata
Sapphire Quail-Dove,Geotrygon saphirina
Crested Quail-Dove,Geotrygon versicolor
Ruddy Quail-Dove,Geotrygon montana
Violaceous Quail-Dove,Geotrygon violacea
Grey-fronted Quail-Dove,Geotrygon caniceps
White-fronted Quail-Dove,Geotrygon leucometopia
Key West Quail-Dove,Geotrygon chrysia
Bridled Quail-Dove,Geotrygon mystacea
Olive-backed Quail-Dove,Leptotrygon veraguensis
White-tipped Dove,Leptotila verreauxi
Caribbean Dove,Leptotila jamaicensis
Grey-chested Dove,Leptotila cassinii
Tolima Dove,Leptotila conoveri
Ochre-bellied Dove,Leptotila ochraceiventris
Grey-headed Dove,Leptotila plumbeiceps
Grey-fronted Dove,Leptotila rufaxilla
Grenada Dove,Leptotila wellsi
Pallid Dove,Leptotila pallida
Yungas Dove,Leptotila megalura
West Peruvian Dove,Zenaida meloda
White-winged Dove,Zenaida asiatica
Mourning Dove,Zenaida macroura
Zenaida Dove,Zenaida aurita
Galapagos Dove,Zenaida galapagoensis
Eared Dove,Zenaida auriculata
Tuxtla Quail-Dove,Zentrygon carrikeri
Buff-fronted Quail-Dove,Zentrygon costaricensis
Purplish-backed Quail-Dove,Zentrygon lawrencii
White-faced Quail-Dove,Zentrygon albifacies
White-throated Quail-Dove,Zentrygon frenata
Lined Quail-Dove,Zentrygon linearis
Chiriqui Quail-Dove,Zentrygon chiriquensis
Russet-crowned Quail-Dove,Zentrygon goldmani
Great Cuckoo-Dove,Reinwardtoena reinwardti
Pied Cuckoo-Dove,Reinwardtoena browni
Crested Cuckoo-Dove,Reinwardtoena crassirostris
White-faced Cuckoo-Dove,Turacoena manadensis
Sula Cuckoo-Dove,Turacoena sulaensis
Black Cuckoo-Dove,Turacoena modesta
Barred Cuckoo-Dove,Macropygia unchall
Brown Cuckoo-Dove,Macropygia phasianella
Flores Sea Cuckoo-Dove,Macropygia macassariensis
Timor Cuckoo-Dove,Macropygia magna
Tanimbar Cuckoo-Dove,Macropygia timorlaoensis
Amboyna Cuckoo-Dove,Macropygia amboinensis
Sultan's Cuckoo-Dove,Macropygia doreya
Andaman Cuckoo-Dove,Macropygia rufipennis
Philippine Cuckoo-Dove,Macropygia tenuirostris
Ruddy Cuckoo-Dove,Macropygia emiliana
Enggano Cuckoo-Dove,Macropygia cinnamomea
Barusan Cuckoo-Dove,Macropygia modiglianii
Bar-tailed Cuckoo-Dove,Macropygia nigrirostris
Spot-breasted Cuckoo-Dove,Macropygia mackinlayi
Little Cuckoo-Dove,Macropygia ruficeps
Pale-vented Pigeon,Patagioenas cayennensis
Scaled Pigeon,Patagioenas speciosa
Scaly-naped Pigeon,Patagioenas squamosa
Picazuro Pigeon,Patagioenas picazuro
Bare-eyed Pigeon,Patagioenas corensis
Spot-winged Pigeon,Patagioenas maculosa
White-crowned Pigeon,Patagioenas leucocephala
Red-billed Pigeon,Patagioenas flavirostris
Plain Pigeon,Patagioenas inornata
Band-tailed Pigeon,Patagioenas fasciata
Chilean Pigeon,Patagioenas araucana
Ring-tailed Pigeon,Patagioenas caribaea
Maranon Pigeon,Patagioenas oenops
Plumbeous Pigeon,Patagioenas plumbea
Ruddy Pigeon,Patagioenas subvinacea
Short-billed Pigeon,Patagioenas nigrirostris
Dusky Pigeon,Patagioenas goodsoni
Spotted Dove,Spilopelia chinensis
Laughing Dove,Spilopelia senegalensis
Malagasy Turtle Dove,Nesoenas picturatus
Pink Pigeon,Nesoenas mayeri
Lemon Dove,Aplopelia larvata
Sunda Collared Dove,Streptopelia bitorquata
Philippine Collared Dove,Streptopelia dusumieri
Red Collared Dove,Streptopelia tranquebarica
Oriental Turtle Dove,Streptopelia orientalis
European Turtle Dove,Streptopelia turtur
Dusky Turtle Dove,Streptopelia lugens
Adamawa Turtle Dove,Streptopelia hypopyrrha
Vinaceous Dove,Streptopelia vinacea
Ring-necked Dove,Streptopelia capicola
Red-eyed Dove,Streptopelia semitorquata
Mourning Collared Dove,Streptopelia decipiens
Eurasian Collared Dove,Streptopelia decaocto
Burmese Collared Dove,Streptopelia xanthocycla
White-winged Collared Dove,Streptopelia reichenowi
African Collared Dove,Streptopelia roseogrisea
Eastern Bronze-naped Pigeon,Columba delegorguei
Island Bronze-naped Pigeon,Columba malherbii
Western Bronze-naped Pigeon,Columba iriditorques
Black Wood Pigeon,Columba janthina
Metallic Pigeon,Columba vitiensis
White-headed Pigeon,Columba leucomela
Yellow-legged Pigeon,Columba pallidiceps
Ashy Wood Pigeon,Columba pulchricollis
Nilgiri Wood Pigeon,Columba elphinstonii
Sri Lanka Wood Pigeon,Columba torringtoniae
Pale-capped Pigeon,Columba punicea
Silvery Pigeon,Columba argentina
Andaman Wood Pigeon,Columba palumboides
Laurel Pigeon,Columba junoniae
Speckled Wood Pigeon,Columba hodgsonii
White-naped Pigeon,Columba albinucha
African Olive Pigeon,Columba arquatrix
Comoro Olive Pigeon,Columba pollenii
Sao Tome Olive Pigeon,Columba thomensis
Common Wood Pigeon,Columba palumbus
Cameroon Olive Pigeon,Columba sjostedti
Trocaz Pigeon,Columba trocaz
Bolle's Pigeon,Columba bollii
Afep Pigeon,Columba unicincta
Speckled Pigeon,Columba guinea
White-collared Pigeon,Columba albitorques
Snow Pigeon,Columba leuconota
Hill Pigeon,Columba rupestris
Rock Dove,Columba livia
Stock Dove,Columba oenas
Yellow-eyed Pigeon,Columba eversmanni
Somali Pigeon,Columba oliviae
Common Emerald Dove,Chalcophaps indica
Pacific Emerald Dove,Chalcophaps longirostris
Stephan's Emerald Dove,Chalcophaps stephani
Namaqua Dove,Oena capensis
Tambourine Dove,Turtur tympanistria
Blue-headed Wood Dove,Turtur brehmeri
Blue-spotted Wood Dove,Turtur afer
Emerald-spotted Wood Dove,Turtur chalcospilos
Black-billed Wood Dove,Turtur abyssinicus
Little Green Pigeon,Treron olax
Pink-necked Green Pigeon,Treron vernans
Cinnamon-headed Green Pigeon,Treron fulvicollis
Orange-breasted Green Pigeon,Treron bicinctus
Sri Lanka Green Pigeon,Treron pompadora
Grey-fronted Green Pigeon,Treron affinis
Andaman Green Pigeon,Treron chloropterus
Ashy-headed Green Pigeon,Treron phayrei
Philippine Green Pigeon,Treron axillaris
Buru Green Pigeon,Treron aromaticus
Thick-billed Green Pigeon,Treron curvirostra
Grey-cheeked Green Pigeon,Treron griseicauda
Sumba Green Pigeon,Treron teysmannii
Flores Green Pigeon,Treron floris
Timor Green Pigeon,Treron psittaceus
Large Green Pigeon,Treron capellei
Yellow-footed Green Pigeon,Treron phoenicopterus
Bruce's Green Pigeon,Treron waalia
Comoro Green Pigeon,Treron griveaudi
Madagascar Green Pigeon,Treron australis
Pemba Green Pigeon,Treron pembaensis
Sao Tome Green Pigeon,Treron sanctithomae
Yellow-vented Green Pigeon,Treron seimundi
Pin-tailed Green Pigeon,Treron apicauda
African Green Pigeon,Treron calvus
Sumatran Green Pigeon,Treron oxyurus
Wedge-tailed Green Pigeon,Treron sphenurus
White-bellied Green Pigeon,Treron sieboldii
Whistling Green Pigeon,Treron formosae
White-eared Brown Dove,Phapitreron leucotis
Amethyst Brown Dove,Phapitreron amethystinus
Mindanao Brown Dove,Phapitreron brunneiceps
Tawitawi Brown Dove,Phapitreron cinereiceps
Sulawesi Ground Dove,Gallicolumba tristigmata
Cinnamon Ground Dove,Gallicolumba rufigula
Mindoro Bleeding-heart,Gallicolumba platenae
Negros Bleeding-heart,Gallicolumba keayi
Luzon Bleeding-heart,Gallicolumba luzonica
Mindanao Bleeding-heart,Gallicolumba crinigera
New Britain Bronzewing,Henicophaps foersteri
New Guinea Bronzewing,Henicophaps albifrons
Wetar Ground Dove,Pampusana hoedtii
Shy Ground Dove,Pampusana stairi
Santa Cruz Ground Dove,Pampusana sanctaecrucis
Bronze Ground Dove,Pampusana beccarii
Palau Ground Dove,Pampusana canifrons
White-breasted Ground Dove,Pampusana jobiensis
Marquesan Ground Dove,Pampusana rubescens
White-fronted Ground Dove,Pampusana kubaryi
Polynesian Ground Dove,Pampusana erythroptera
White-throated Ground Dove,Pampusana xanthonura
Wonga Pigeon,Leucosarcia melanoleuca
Common Bronzewing,Phaps chalcoptera
Brush Bronzewing,Phaps elegans
Flock Bronzewing,Phaps histrionica
Diamond Dove,Geopelia cuneata
Bar-shouldered Dove,Geopelia humeralis
Zebra Dove,Geopelia striata
Peaceful Dove,Geopelia placida
Barred Dove,Geopelia maugeus
Chestnut-quilled Rock Pigeon,Petrophassa rufipennis
White-quilled Rock Pigeon,Petrophassa albipennis
Crested Pigeon,Ocyphaps lophotes
Spinifex Pigeon,Geophaps plumifera
Squatter Pigeon,Geophaps scripta
Partridge Pigeon,Geophaps smithii
Thick-billed Ground Pigeon,Trugon terrestris
Pheasant Pigeon,Otidiphaps nobilis
Western Crowned Pigeon,Goura cristata
Sclater's Crowned Pigeon,Goura sclaterii
Scheepmaker's Crowned Pigeon,Goura scheepmakeri
Victoria Crowned Pigeon,Goura victoria
Tooth-billed Pigeon,Didunculus strigirostris
Nicobar Pigeon,Caloenas nicobarica
Chatham Islands Pigeon,Hemiphaga chathamensis
New Zealand Pigeon,Hemiphaga novaeseelandiae
Sombre Pigeon,Cryptophaps poecilorrhoa
Topknot Pigeon,Lopholaimus antarcticus
Papuan Mountain Pigeon,Gymnophaps albertisii
Buru Mountain Pigeon,Gymnophaps mada
Seram Mountain Pigeon,Gymnophaps stalkeri
Pale Mountain Pigeon,Gymnophaps solomonensis
Pink-bellied Imperial Pigeon,Ducula poliocephala
White-bellied Imperial Pigeon,Ducula forsteni
Mindoro Imperial Pigeon,Ducula mindorensis
Grey-headed Imperial Pigeon,Ducula radiata
Spotted Imperial Pigeon,Ducula carola
Green Imperial Pigeon,Ducula aenea
Enggano Imperial Pigeon,Ducula oenothorax
Nicobar Imperial Pigeon,Ducula nicobarica
Spectacled Imperial Pigeon,Ducula perspicillata
Seram Imperial Pigeon,Ducula neglecta
Elegant Imperial Pigeon,Ducula concinna
Pacific Imperial Pigeon,Ducula pacifica
Red-knobbed Imperial Pigeon,Ducula rubricera
Micronesian Imperial Pigeon,Ducula oceanica
Polynesian Imperial Pigeon,Ducula aurorae
Nuku Hiva Imperial Pigeon,Ducula galeata
Spice Imperial Pigeon,Ducula myristicivora
Geelvink Imperial Pigeon,Ducula geelvinkiana
Purple-tailed Imperial Pigeon,Ducula rufigaster
Cinnamon-bellied Imperial Pigeon,Ducula basilica
Finsch's Imperial Pigeon,Ducula finschii
Rufescent Imperial Pigeon,Ducula chalconota
Island Imperial Pigeon,Ducula pistrinaria
Pink-headed Imperial Pigeon,Ducula rosacea
Christmas Imperial Pigeon,Ducula whartoni
Grey Imperial Pigeon,Ducula pickeringii
Barking Imperial Pigeon,Ducula latrans
Chestnut-bellied Imperial Pigeon,Ducula brenchleyi
Vanuatu Imperial Pigeon,Ducula bakeri
Goliath Imperial Pigeon,Ducula goliath
Pinon's Imperial Pigeon,Ducula pinon
Black Imperial Pigeon,Ducula melanochroa
Collared Imperial Pigeon,Ducula mullerii
Zoe's Imperial Pigeon,Ducula zoeae
Malabar Imperial Pigeon,Ducula cuprea
Mountain Imperial Pigeon,Ducula badia
Dark-backed Imperial Pigeon,Ducula lacernulata
Timor Imperial Pigeon,Ducula cineracea
Pied Imperial Pigeon,Ducula bicolor
Yellowish Imperial Pigeon,Ducula subflavescens
Torresian Imperial Pigeon,Ducula spilorrhoa
Silver-tipped Imperial Pigeon,Ducula luctuosa
Scarlet-breasted Fruit Dove,Megaloprepia formosa
Wompoo Fruit Dove,Megaloprepia magnifica
Yellow-breasted Fruit Dove,Ramphiculus occipitalis
Flame-breasted Fruit Dove,Ramphiculus marchei
Cream-breasted Fruit Dove,Ramphiculus merrilli
Red-eared Fruit Dove,Ramphiculus fischeri
Jambu Fruit Dove,Ramphiculus jambu
Oberholser's Fruit Dove,Ramphiculus gularis
Banggai Fruit Dove,Ramphiculus subgularis
Sula Fruit Dove,Ramphiculus mangoliensis
Black-chinned Fruit Dove,Ramphiculus leclancheri
Madagascar Blue Pigeon,Alectroenas madagascariensis
Comoro Blue Pigeon,Alectroenas sganzini
Seychelles Blue Pigeon,Alectroenas pulcherrimus
Banded Fruit Dove,Ptilinopus cinctus
Black-banded Fruit Dove,Ptilinopus alligator
Red-naped Fruit Dove,Ptilinopus dohertyi
Pink-headed Fruit Dove,Ptilinopus porphyreus
Pink-spotted Fruit Dove,Ptilinopus perlatus
Ornate Fruit Dove,Ptilinopus ornatus
Tanna Fruit Dove,Ptilinopus tannensis
Orange-fronted Fruit Dove,Ptilinopus aurantiifrons
Wallace's Fruit Dove,Ptilinopus wallacii
Superb Fruit Dove,Ptilinopus superbus
Many-colored Fruit Dove,Ptilinopus perousii
Purple-capped Fruit Dove,Ptilinopus ponapensis
Kosrae Fruit Dove,Ptilinopus hernsheimi
Crimson-crowned Fruit Dove,Ptilinopus porphyraceus
Palau Fruit Dove,Ptilinopus pelewensis
Lilac-crowned Fruit Dove,Ptilinopus rarotongensis
Mariana Fruit Dove,Ptilinopus roseicapilla
Rose-crowned Fruit Dove,Ptilinopus regina
Silver-capped Fruit Dove,Ptilinopus richardsii
Raiatea Fruit Dove,Ptilinopus chrysogaster
Grey-green Fruit Dove,Ptilinopus purpuratus
Makatea Fruit Dove,Ptilinopus chalcurus
Atoll Fruit Dove,Ptilinopus coralensis
Red-bellied Fruit Dove,Ptilinopus greyi
Rapa Fruit Dove,Ptilinopus huttoni
White-capped Fruit Dove,Ptilinopus dupetithouarsii
Henderson Fruit Dove,Ptilinopus insularis
Coroneted Fruit Dove,Ptilinopus coronulatus
Beautiful Fruit Dove,Ptilinopus pulchellus
Blue-capped Fruit Dove,Ptilinopus monacha
White-bibbed Fruit Dove,Ptilinopus rivoli
Geelvink Fruit Dove,Ptilinopus speciosus
Yellow-bibbed Fruit Dove,Ptilinopus solomonensis
Claret-breasted Fruit Dove,Ptilinopus viridis
White-headed Fruit Dove,Ptilinopus eugeniae
Orange-bellied Fruit Dove,Ptilinopus iozonus
Knob-billed Fruit Dove,Ptilinopus insolitus
Grey-headed Fruit Dove,Ptilinopus hyogastrus
Carunculated Fruit Dove,Ptilinopus granulifrons
Black-naped Fruit Dove,Ptilinopus melanospilus
Dwarf Fruit Dove,Ptilinopus nainus
Orange Dove,Ptilinopus victor
Golden Dove,Ptilinopus luteovirens
Whistling Dove,Ptilinopus layardi
Cloven-feathered Dove,Ptilinopus holosericea
Hoatzin,Opisthocomus hoazin
Grey-winged Trumpeter,Psophia crepitans
Pale-winged Trumpeter,Psophia leucoptera
Dark-winged Trumpeter,Psophia viridis
Limpkin,Aramus guarauna
Grey Crowned Crane,Balearica regulorum
Black Crowned Crane,Balearica pavonina
Siberian Crane,Leucogeranus leucogeranus
Sandhill Crane,Antigone canadensis
White-naped Crane,Antigone vipio
Brolga,Antigone rubicunda
Sarus Crane,Antigone antigone
Wattled Crane,Grus carunculata
Demoiselle Crane,Grus virgo
Blue Crane,Grus paradisea
Red-crowned Crane,Grus japonensis
Whooping Crane,Grus americana
Common Crane,Grus grus
Hooded Crane,Grus monacha
Black-necked Crane,Grus nigricollis
African Finfoot,Podica senegalensis
Sungrebe,Heliornis fulica
Masked Finfoot,Heliopais personatus
Tsingy Forest Rail,Mentocrex beankaensis
Madagascar Forest Rail,Mentocrex kioloides
Chestnut Forest Rail,Rallicula rubra
White-striped Forest Rail,Rallicula leucospila
Forbes's Forest Rail,Rallicula forbesi
Mayr's Forest Rail,Rallicula mayri
White-spotted Flufftail,Sarothrura pulchra
Buff-spotted Flufftail,Sarothrura elegans
Red-chested Flufftail,Sarothrura rufa
Chestnut-headed Flufftail,Sarothrura lugens
Streaky-breasted Flufftail,Sarothrura boehmi
Striped Flufftail,Sarothrura affinis
Madagascar Flufftail,Sarothrura insularis
White-winged Flufftail,Sarothrura ayresi
Slender-billed Flufftail,Sarothrura watersi
Chestnut-headed Crake,Anurolimnas castaneiceps
Spotted Rail,Pardirallus maculatus
Blackish Rail,Pardirallus nigricans
Plumbeous Rail,Pardirallus sanguinolentus
Ash-throated Crake,Mustelirallus albicollis
Colombian Crake,Mustelirallus colombianus
Paint-billed Crake,Mustelirallus erythrops
Uniform Crake,Amaurolimnas concolor
Giant Wood Rail,Aramides ypecaha
Brown Wood Rail,Aramides wolfi
Little Wood Rail,Aramides mangle
Rufous-necked Wood Rail,Aramides axillaris
Russet-naped Wood Rail,Aramides albiventris
Grey-cowled Wood Rail,Aramides cajaneus
Red-winged Wood Rail,Aramides calopterus
Slaty-breasted Wood Rail,Aramides saracura
